CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50001427,BASKIN ROBBINS,Staten Island,1716,VICTORY BOULEVARD,10314,7188166326,"Ice Cream, Gelato, Yogurt, Ices",07/20/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,12,A,07/20/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.613190633064,-74.120903616138,501,49,016901,5017876,5007070016,SI07
50071464,CORONA DINER,Queens,9128,CORONA AVE,11373,7186990866,American,04/18/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,18,,,04/12/2020,Cycle Inspection / Initial Inspection,40.742468643507,-73.873068803946,404,25,046100,4045620,4018480011,QN29
50083089,BUONA NOTTE,Manhattan,120,MULBERRY STREET,10013,2129651111,Italian,11/07/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,27,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.717778315856,-73.998149391137,102,01,004100,1002633,1002050011,MN24
41305003,HOTEL DELMANO,Brooklyn,82,BERRY STREET,11249,7183871945,American,08/01/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,29,,,04/12/2020,Cycle Inspection / Initial Inspection,40.719656265957,-73.957918199134,301,33,055700,3061752,3023100023,BK73
50046845,MIKES DELI RESTAURANT,Brooklyn,10013,FOSTER AVENUE,11236,7182572900,Delicatessen,07/02/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,23,,,04/12/2020,Cycle Inspection / Initial Inspection,40.649886691815,-73.903293626631,318,42,109800,3228737,3081330001,BK82
50096097,BENTON,Manhattan,123,WILLIAM STREET,10038,6462694398,Japanese,01/13/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,63,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.709104653841,-74.006892888095,101,01,001502,1079063,1000780004,MN25
50039107,HEALTHY FRESH,Bronx,1033,MORRIS PARK AVENUE,10461,7186846411,American,07/06/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,07/06/2018,04/12/2020,Cycle Inspection / Re-inspection,40.848619894743,-73.855110781538,211,13,025200,2045493,2041280040,BX37
41376524,KAFFE 1668,Manhattan,275,GREENWICH STREET,10007,2126933750,Café/Coffee/Tea,06/19/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,06/19/2017,04/12/2020,Cycle Inspection / Re-inspection,40.715214166354,-74.011240301245,101,01,002100,1081076,1001327501,MN24
41403222,YOLIE'S BAR & RESTAURANT,Brooklyn,5722,CLARENDON ROAD,11203,3472535410,Creole,01/29/2020,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,50,,,04/12/2020,Cycle Inspection / Re-inspection,40.644856426709,-73.922561485745,317,45,094600,3393794,3079150046,BK96
50059837,GOGI 37,Manhattan,252,WEST   37 STREET,10018,6469985907,Korean,02/21/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,7,,,04/12/2020,Cycle Inspection / Initial Inspection,40.753506550828,-73.990727536203,105,03,010900,1014452,1007860076,MN17
50060008,SUSHI GAMA,Manhattan,1403,2 AVENUE,10021,2128792393,Japanese,03/12/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Y,62,,,04/12/2020,Cycle Inspection / Re-inspection,40.769624609443,-73.957767365233,108,04,012600,1043993,1014280021,MN31
50000413,UPTOWN BRASSERIE,Queens,NKA,JFK INTERNATIONAL AIRPORT,11430,7187514790,American,03/08/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,18,,,04/12/2020,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,483,28,071600,4000000,4142600001,QN98
41168203,BENTO SUSHI,Manhattan,173,BROADWAY,10007,2124378744,Japanese,10/04/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,10/04/2019,04/12/2020,Cycle Inspection / Re-inspection,40.709881200891,-74.009930059062,101,01,001300,1001079,1000630021,MN25
41100265,ROGNER CAFE & LOUNGE,Queens,6359,FOREST AVENUE,11385,5167492724,American,12/09/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,12,A,12/09/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.709581151343,-73.904548486241,405,30,059300,4083624,4034950001,QN20
41502571,CHIFA RESTAURANT,Queens,7320,NORTHERN BOULEVARD,11372,7188980108,Peruvian,12/14/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,35,,,04/12/2020,Cycle Inspection / Initial Inspection,40.754695353925,-73.893460379625,403,25,028900,4028634,4012460006,QN28
50017111,J J SPORT RESTAURANT,Bronx,545,EAST  183 STREET,10458,7182951200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/12/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,72,,,04/12/2020,Cycle Inspection / Initial Inspection,40.854294688699,-73.89121806612,206,15,038500,2011604,2030520023,BX01
41251140,TRATTORIA TRE COLORI,Manhattan,254,WEST   47 STREET,10036,2129974540,Italian,11/06/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,13,A,11/06/2017,04/12/2020,Cycle Inspection / Re-inspection,40.759912381623,-73.986348056128,105,03,012500,1024746,1010180056,MN17
50046867,PICNIC WORLD CORP,Queens,17104,NORTHERN BLVD,11358,7188860404,Korean,08/21/2017,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,27,B,08/21/2017,04/12/2020,Cycle Inspection / Re-inspection,40.758001931337,-73.795583903346,407,19,119300,4122794,4054290045,QN52
41105644,KIND REGARDS,Manhattan,152,LUDLOW STREET,10002,2122530036,American,12/24/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,26,,,04/12/2020,Cycle Inspection / Initial Inspection,40.720818901976,-73.987965080059,103,01,003001,1079703,1004110058,MN27
50073453,WAN'S GARDEN,Queens,6826,FOREST AVE,11385,7183811176,Chinese,05/31/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,8,A,05/31/2019,04/12/2020,Cycle Inspection / Re-inspection,40.702894789146,-73.901193121795,405,30,058500,4083385,4034840004,QN20
40511696,GEMINI'S LOUNGE,Queens,10723,LIBERTY AVENUE,11417,7183230502,Caribbean,01/31/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,24,,,04/12/2020,Cycle Inspection / Initial Inspection,40.68363928819,-73.833898466949,410,28,009800,4201673,4095120033,QN55
50075147,BRISA DOMINICANA,Manhattan,1764,AMSTERDAM AVENUE,10031,2128371122,Spanish,04/15/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,8,A,04/15/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.826751862978,-73.946504270056,109,07,023300,1061984,1020790030,MN04
50081217,STANLEY COFFEE SHOP,Brooklyn,675,STANLEY AVENUE,11207,7186496228,Spanish,09/16/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,26,,,04/12/2020,Cycle Inspection / Initial Inspection,40.65937383071,-73.883870897222,305,42,110400,3097683,3043530031,BK82
50053027,CLEMENTINE BAKERY,Brooklyn,395,CLASSON AVENUE,11238,7184838788,Café/Coffee/Tea,09/19/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,09/19/2016,04/12/2020,Pre-permit (Operational) / Re-inspection,40.687521133476,-73.959723419794,303,35,023300,3055766,3019530001,BK75
50001471,ROY'S RESTAURNT & BAR,Bronx,880,EAST TREMONT AVENUE,10460,9174718937,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/10/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,7,A,01/10/2019,04/12/2020,Cycle Inspection / Re-inspection,40.842783543227,-73.885844527342,206,17,036502,2010159,2029600070,BX17
50049070,GALATA MEDITERRANEAN CUISINE,Manhattan,212,EAST   34 STREET,10016,2126839206,Turkish,05/11/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,05/11/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.745495528939,-73.977613798921,106,02,007000,1020133,1009140054,MN20
40364920,RIZZO'S FINE PIZZA,Queens,3013,STEINWAY STREET,11103,7187219862,Pizza,01/26/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,01/26/2019,04/12/2020,Cycle Inspection / Re-inspection,40.763274590236,-73.915477826359,401,22,014900,4011252,4006800044,QN70
50068160,FARE AND FOLK,Brooklyn,402,HENRY STREET,11201,9176404867,Café/Coffee/Tea,02/06/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,28,C,02/06/2019,04/12/2020,Cycle Inspection / Re-inspection,40.687448590219,-73.997836533494,306,39,004900,3003314,3003050032,BK33
41568332,THE DUCK,Manhattan,2171,2 AVENUE,10029,2128313464,American,07/24/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,18,,,04/12/2020,Cycle Inspection / Initial Inspection,40.794160210061,-73.939859971808,111,08,018000,1081396,1016610029,MN34
50043779,CAFFE BENE,Manhattan,208,AVENUE A,10009,2125107957,Café/Coffee/Tea,10/08/2019,Violations were cited in the following area(s).,16D,"Posted caloric content on the menu(s), menu board(s), food tag(s) or stanchions adjacent to menu boards for drive-through windows deficient, in that the size and/or font for posted calories is not as prominent as the name of the menu item or its price.",N,,,,04/12/2020,Calorie Posting / Initial Inspection,40.729617667278,-73.98091692779,103,02,003400,1005203,1004060008,MN22
41236780,CLASSIC QUIZINE,Queens,713,BEACH   20 STREET,11691,7188683268,Caribbean,12/12/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,12/12/2016,04/12/2020,Cycle Inspection / Initial Inspection,40.601976882543,-73.753440163993,414,31,100802,4300872,4157500037,QN15
41708980,TASTE OF BENGAL,Queens,2827,31 STREET,11102,3478080149,Bangladeshi,01/24/2020,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,25,Z,01/24/2020,04/12/2020,Cycle Inspection / Re-inspection,40.767850986996,-73.92055869589,401,22,007100,4008612,4006190023,QN71
41036247,DUNKIN',Staten Island,680,ARTHUR KILL ROAD,10308,7189480600,Donuts,12/06/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,11,A,12/06/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.560241951935,-74.164112871653,503,51,014607,5073068,5054940055,SI54
40369940,THE NEW AMITY RESTAURANT,Manhattan,1134,MADISON AVENUE,10028,2128613255,American,05/02/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,9,A,05/02/2019,04/12/2020,Cycle Inspection / Re-inspection,40.779745192302,-73.959631313433,108,04,015001,1046819,1014960017,MN40
41006018,THE FIVE SPOT,Brooklyn,459,MYRTLE AVENUE,11205,7188520202,Soul Food,06/06/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,28,C,06/06/2017,04/12/2020,Cycle Inspection / Re-inspection,40.693317705434,-73.967101584155,302,35,019100,3054404,3018890090,BK69
50043129,KENNEDY FRIED CHICKEN & PIZZA,Brooklyn,3127,FULTON ST,11208,7185130174,Chicken,08/01/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,24,,,04/12/2020,Cycle Inspection / Initial Inspection,40.681550254006,-73.879855306665,305,37,117400,3087426,3039310160,BK83
